Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
56,Ses01F_script03_1_F017 [131.8800-136.8000]: What happens if one of us dies?,5.5,3.43,5.53,neutral,3 out of 4,"['happen', 'one', 'die']","['happen', 'one', 'us', 'die']"
57,Does the other one still laugh?,6.824999999999999,4.645,6.475,positive,2 out of 3,"['one', 'laugh']","['one', 'still', 'laugh']"
58,Ses01F_script03_1_M021 [136.5000-140.4925]: Yes.,N/A,N/A,N/A,N/A,0,N/A,['yes']
59,Yes with all of his might.,N/A,N/A,N/A,N/A,0,N/A,"['yes', 'might']"
60,"Ses01F_script03_1_F018 [139.9400-142.6900]: Well that's serious enough, isn't it?",5.88,4.05,5.67,neutral,1 out of 3,['serious'],"['well', 'serious', 'enough']"
61,"Ses01F_script03_1_M022 [142.2400-150.9200]: No, no, no, no.",N/A,N/A,N/A,N/A,0,N/A,[]
62,no.,N/A,N/A,N/A,N/A,0,N/A,[]
63,Death is a very laughable thing.,5.55,5.53,5.41,neutral,3 out of 3,"['death', 'laughable', 'thing']","['death', 'laughable', 'thing']"
64,"It's a cunning little mystery, it's all done with mirrors.",5.41,4.55,5.5,neutral,5 out of 5,"['cunning', 'little', 'mystery', 'do', 'mirror']","['cunning', 'little', 'mystery', 'do', 'mirror']"
65,Ses01F_script03_1_F019 [149.9500-153.0800]: I think you are talking nonsense.,6.64,3.75,6.44,positive,3 out of 3,"['think', 'talk', 'nonsense']","['think', 'talk', 'nonsense']"
66,Ses01F_script03_1_M023 [152.1300-155.0425]: Oh.,N/A,N/A,N/A,N/A,0,N/A,['oh']
67,"So is everyone, in the long run.",6.41,5.24,5.44,positive,1 out of 3,['run'],"['everyone', 'long', 'run']"
68,"Ses01F_script03_1_M024 [155.1150-167.7000]: Let's be superficial, and just pity those poor philosophers, huh?",3.79,4.07,4.62,negative,5 out of 6,"['let', 'superficial', 'pity', 'poor', 'philosopher']","['let', 'superficial', 'pity', 'poor', 'philosopher', 'huh']"
69,"Let's blow trumpets and squeakers and enjoy the party for as long as we can, you know, like small, idiotic school children.",6.1,4.48,5.88,positive,11 out of 13,"['let', 'blow', 'trumpet', 'enjoy', 'party', 'know', 'like', 'small', 'idiotic', 'school', 'child']","['let', 'blow', 'trumpet', 'squeaker', 'enjoy', 'party', 'long', 'know', 'like', 'small', 'idiotic', 'school', 'child']"
70,"Ses01F_script03_1_F020 [165.1525-169.7325]: [LAUGHTER]
Ses01F_script03_1_M025 [168.6900-176.2700]: Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.",6.0,4.245,5.699999999999999,neutral,10 out of 11,"['laughter', 'come', 'kiss', 'darling', 'body', 'rot', 'worm', 'pop', 'eye', 'socket']","['laughter', 'oh', 'come', 'kiss', 'darling', 'body', 'rot', 'worm', 'pop', 'eye', 'socket']"
71,"Ses01F_script03_1_F021 [174.8825-178.8500]: Oh Elliott, worms don't pop.",4.405,4.525,4.77,neutral,2 out of 4,"['worm', 'neg-pop']","['oh', 'elliott', 'worm', 'pop']"
72,"Ses01F_script03_1_M026 [178.9700-195.6000]: Oh See, I don't care what you do, see.",6.27,3.9,6.0,positive,3 out of 4,"['see', 'neg-care', 'see']","['oh', 'see', 'care', 'see']"
73,You can paint yourself green and run naked through the Place Vendome and run off with all of the men of the world.,6.29,4.55,5.6,positive,7 out of 9,"['paint', 'green', 'run', 'naked', 'place', 'run', 'world']","['paint', 'green', 'run', 'naked', 'place', 'vendome', 'run', 'men', 'world']"
74,"I shan't say a word, just as long as you love me best.",4.23,5.57,3.7800000000000002,neutral,3 out of 6,"['neg-say', 'neg-word', 'love']","['sha', 'say', 'word', 'long', 'love', 'best']"
75,Ses01F_script03_1_F022 [194.8500-204.0100]: Aw.,N/A,N/A,N/A,N/A,0,N/A,['aw']
76,"Thank you, darling.",7.545,3.64,6.165,positive,2 out of 2,"['thank', 'darling']","['thank', 'darling']"
77,"The same applies to you too, except that if you so much as look at another woman I'll kill you.",5.555,3.78,5.904999999999999,neutral,4 out of 7,"['apply', 'look', 'woman', 'kill']","['apply', 'except', 'much', 'look', 'another', 'woman', 'kill']"
78,Ses01F_script03_1_M027 [204.5900-210.7575]: Do you remember that awful scene we had in Venice?,5.94,3.14,5.29,neutral,3 out of 4,"['remember', 'awful', 'scene']","['remember', 'awful', 'scene', 'venice']"
79,Ses01F_script03_1_F023 [208.8925-211.4200]: Which particular one?,5.57,3.285,6.545,neutral,2 out of 2,"['particular', 'one']","['particular', 'one']"
80,Ses01F_script03_1_M028 [211.0300-215.8300]: The one where you put that tiny painted wooden snake in my bed.,5.27,4.0,5.94,neutral,7 out of 7,"['one', 'put', 'tiny', 'paint', 'wooden', 'snake', 'bed']","['one', 'put', 'tiny', 'paint', 'wooden', 'snake', 'bed']"
81,"Ses01F_script03_1_F024 [215.2800-220.3500]: Oh Charles, that was his name.",5.62,3.04,5.14,neutral,1 out of 3,['name'],"['oh', 'charles', 'name']"
82,He did wiggle so beautifully.,5.57,5.04,5.38,neutral,1 out of 2,['wiggle'],"['wiggle', 'beautifully']"
83,"Ses01F_script03_1_M029 [216.6325-218.5225]: [GARBAGE]
Ses01F_script03_1_M030 [219.2200-221.8200]: It was a terrible thing.",2.88,3.84,5.15,negative,3 out of 3,"['garbage', 'terrible', 'thing']","['garbage', 'terrible', 'thing']"
84,I hated it.,5.69,2.88,6.21,neutral,1 out of 1,['hat'],['hat']
85,Ses01F_script03_1_F025 [221.1200-226.8700]: I know you did.,6.82,3.24,5.78,positive,1 out of 1,['know'],['know']
86,You threw him out the window into the Grand Canal.,5.995,3.9,5.904999999999999,neutral,4 out of 4,"['throw', 'window', 'grand', 'canal']","['throw', 'window', 'grand', 'canal']"
87,I'll never forgive you for that.,7.06,3.62,6.44,positive,1 out of 2,['forgive'],"['never', 'forgive']"
88,Ses01F_script03_1_M031 [226.3200-228.8900]: How long did that row last?,5.48,3.39,6.06,neutral,1 out of 3,['row'],"['long', 'row', 'last']"
89,Ses01F_script03_1_F026 [228.3700-231.0700]: It went on intermittently for days.,6.34,4.24,5.46,positive,2 out of 3,"['go', 'day']","['go', 'intermittently', 'day']"
90,Ses01F_script03_1_M032 [230.3700-231.9050]: Uh huh.,N/A,N/A,N/A,N/A,0,N/A,"['uh', 'huh']"
91,Ses01F_script03_1_M033 [232.1675-238.4900]: But the worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.,5.640000000000001,4.145,5.484999999999999,neutral,8 out of 10,"['one', 'curling', 'iron', 'burn', 'hole', 'new', 'dress', 'gown']","['worst', 'one', 'cannes', 'curling', 'iron', 'burn', 'hole', 'new', 'dress', 'gown']"
92,"Ses01F_script03_1_F027 [237.4000-242.2600]: Oh And it burnt my comb, too, and all of those towels in the bathroom.",5.455,2.88,5.555,neutral,4 out of 5,"['burn', 'comb', 'towel', 'bathroom']","['oh', 'burn', 'comb', 'towel', 'bathroom']"
93,"Ses01F_script03_1_M034 [241.6000-245.8700]: That was a rouser, wasn't it?",N/A,N/A,N/A,N/A,0,N/A,['rouser']
94,Ses01F_script03_1_F028 [244.0875-248.0700]: [LAUGHTER] That was the first time you hit me.,6.465,5.145,5.765000000000001,positive,4 out of 4,"['laughter', 'first', 'time', 'hit']","['laughter', 'first', 'time', 'hit']"
95,Ses01F_script03_1_M035 [247.7400-250.7000]: I did not hit you very hard.,5.199999999999999,4.51,4.904999999999999,neutral,2 out of 2,"['neg-hit', 'hard']","['hit', 'hard']"
96,"Ses01F_script03_1_F029 [250.2200-262.4300]: The manager came in, he found us rolling about the floor, biting and scratching like panthers.",5.64,4.15,6.24,neutral,9 out of 10,"['manager', 'come', 'find', 'roll', 'floor', 'bite', 'scratch', 'like', 'panther']","['manager', 'come', 'find', 'us', 'roll', 'floor', 'bite', 'scratch', 'like', 'panther']"
97,"[LAUGHTER]  How utterly, utterly ridiculous.",5.86,5.52,5.3999999999999995,neutral,2 out of 4,"['laughter', 'ridiculous']","['laughter', 'utterly', 'utterly', 'ridiculous']"
98,Ses01F_script03_1_M036 [256.8500-262.0325]: [LAUGHTER] I'll never forget his face.,6.36,4.59,5.96,positive,3 out of 4,"['laughter', 'forget', 'face']","['laughter', 'never', 'forget', 'face']"
99,"[LAUGHTER]
Ses01F_script03_1_M037 [262.3975-267.4500]: [LAUGHTER] We were very much younger then.",8.05,5.39,7.02,positive,2 out of 4,"['laughter', 'laughter']","['laughter', 'laughter', 'much', 'younger']"
100,Ses01F_script03_1_F030 [262.4600-269.6400]: [LAUGHTER] And very much sillier.,8.05,5.39,7.02,positive,1 out of 3,['laughter'],"['laughter', 'much', 'sillier']"
101,Ses01F_script03_1_M038 [271.6400-276.2000]: However I believe the real cause of that row was Peter Burden.,5.48,3.48,5.89,neutral,5 out of 7,"['believe', 'real', 'cause', 'row', 'burden']","['however', 'believe', 'real', 'cause', 'row', 'peter', 'burden']"
102,Ses01F_script03_1_F031 [275.9100-279.9900]: Oh.,N/A,N/A,N/A,N/A,0,N/A,['oh']
103,You knew there was nothing in that.,6.82,3.24,5.78,positive,1 out of 2,['know'],"['know', 'nothing']"
