Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
26,I was just out...,N/A,N/A,N/A,N/A,0,N/A,[]
27,"I just... she's - well, she's a friend of friend but like...
Ses01M_impro03_F008 [047.3200-054.5200]: You were at a party?",6.984999999999999,4.345000000000001,6.295,positive,4 out of 5,"['friend', 'friend', 'like', 'party']","['well', 'friend', 'friend', 'like', 'party']"
28,And she's like hey.,7.44,4.4,6.28,positive,1 out of 2,['like'],"['like', 'hey']"
29,You seem unattached she's like.,5.45,3.86,5.04,neutral,3 out of 3,"['seem', 'unattached', 'like']","['seem', 'unattached', 'like']"
30,Ses01M_impro03_M008 [048.0800-063.1475]: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
31,Can you believe that?,7.05,3.33,6.56,positive,1 out of 1,['believe'],['believe']
32,"Yeah, she's like hey, I'm like sure I'll do it, I don't care.",7.04,4.4,6.28,positive,4 out of 6,"['like', 'like', 'sure', 'neg-care']","['yeah', 'like', 'hey', 'like', 'sure', 'care']"
33,Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
34,"I'm like fifty thousand dollars, I'd totally do it for fifty thousand dollars.",6.44,3.5,5.9,positive,7 out of 8,"['like', 'fifty', 'thousand', 'dollar', 'fifty', 'thousand', 'dollar']","['like', 'fifty', 'thousand', 'dollar', 'totally', 'fifty', 'thousand', 'dollar']"
35,But the only thing is that's kind of like illegal.,6.495,3.915,5.845000000000001,positive,4 out of 4,"['thing', 'kind', 'like', 'illegal']","['thing', 'kind', 'like', 'illegal']"
36,"So like I could go to jail probably for a long if I get caught, but...
Ses01M_impro03_F009 [055.9325-059.7100]: That's unbelievable... Yeah.",5.865,4.4350000000000005,5.42,neutral,6 out of 10,"['like', 'go', 'jail', 'get', 'catch', 'unbelievable']","['like', 'could', 'go', 'jail', 'probably', 'long', 'get', 'catch', 'unbelievable', 'yeah']"
37,Ses01M_impro03_F010 [061.1325-072.1900]: Well I've known people who have done this before.,5.7,3.67,5.78,neutral,3 out of 4,"['know', 'people', 'do']","['well', 'know', 'people', 'do']"
38,Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
39,"You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...
Ses01M_impro03_M009 [063.6350-064.9500]: Have you?",6.984999999999999,4.775,6.28,positive,8 out of 10,"['fun', 'like', 'fake', 'engagement', 'party', 'friend', 'come', 'like']","['really', 'fun', 'actually', 'like', 'fake', 'engagement', 'party', 'friend', 'come', 'like']"
40,Ses01M_impro03_M010 [070.9500-073.6300]: It's like I'm really going to get married.,6.705,4.630000000000001,5.66,positive,4 out of 5,"['like', 'go', 'get', 'marry']","['like', 'really', 'go', 'get', 'marry']"
41,We'll have like the whole thing.,5.86,3.48,6.24,neutral,3 out of 3,"['like', 'whole', 'thing']","['like', 'whole', 'thing']"
42,"Ses01M_impro03_M011 [073.6700-075.9600]: Oh, good.",7.89,3.66,6.41,positive,1 out of 2,['good'],"['oh', 'good']"
43,"[LAUGHTER]
Ses01M_impro03_F011 [072.4875-080.9000]: Yeah.",8.05,5.39,7.02,positive,1 out of 2,['laughter'],"['laughter', 'yeah']"
44,Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
45,"And then yeah, and then you know like you could like you could do like like sock her for a lot of money
Ses01M_impro03_M012 [080.7600-082.4800]: I know.",7.27,4.4,6.28,positive,8 out of 12,"['know', 'like', 'like', 'like', 'like', 'sock', 'money', 'know']","['yeah', 'know', 'like', 'could', 'like', 'could', 'like', 'like', 'sock', 'lot', 'money', 'know']"
46,"What do you think I should-
Ses01M_impro03_F012 [080.9300-088.4500]: Like make her rent the apartment that you two have to live together in, you know.",6.49,3.775,6.0,positive,8 out of 9,"['think', 'like', 'make', 'rent', 'apartment', 'two', 'live', 'know']","['think', 'like', 'make', 'rent', 'apartment', 'two', 'live', 'together', 'know']"
47,"And you won't pay any rent or you pay like, a hundred bucks a month or something.",6.23,4.4,5.39,positive,7 out of 9,"['neg-pay', 'neg-rent', 'pay', 'like', 'hundred', 'buck', 'month']","['wo', 'pay', 'rent', 'pay', 'like', 'hundred', 'buck', 'month', 'something']"
48,Ses01M_impro03_M013 [084.5075-086.6600]: Oh good idea.,7.47,4.16,6.26,positive,2 out of 3,"['good', 'idea']","['oh', 'good', 'idea']"
49,Ses01M_impro03_M014 [087.4200-090.9600]: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
50,Make her like open the bank account and stuff too.,6.045,3.975,5.615,positive,6 out of 6,"['make', 'like', 'open', 'bank', 'account', 'stuff']","['make', 'like', 'open', 'bank', 'account', 'stuff']"
51,Ses01M_impro03_F013 [090.1100-091.8400]: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
52,Ses01M_impro03_M015 [091.3700-093.4700]: It's a good idea.,7.47,4.16,6.26,positive,2 out of 2,"['good', 'idea']","['good', 'idea']"
53,"Ses01M_impro03_F014 [092.8700-096.1300]: Dude, you lucked out.",5.91,3.81,5.59,neutral,1 out of 2,['dude'],"['dude', 'lucked']"
54,Ses01M_impro03_M016 [094.7700-098.7000]: I know.,6.82,3.24,5.78,positive,1 out of 1,['know'],['know']
55,Also I get to like plan the wedding now too.,6.744999999999999,4.13,5.965,positive,4 out of 5,"['get', 'like', 'plan', 'wedding']","['also', 'get', 'like', 'plan', 'wedding']"
56,That will be fun.,8.37,6.32,7.04,positive,1 out of 1,['fun'],['fun']
57,Ses01M_impro03_F015 [097.3500-103.9875]: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
58,"My colors are blush and beige what is it, do you know?",6.6,3.21,5.415,positive,4 out of 4,"['color', 'blush', 'beige', 'know']","['color', 'blush', 'beige', 'know']"
59,"Ses01M_impro03_M017 [103.1000-114.4300]: Something blue, something new, something... no I don't know.",6.53,5.14,5.22,positive,3 out of 6,"['blue', 'new', 'neg-know']","['something', 'blue', 'something', 'new', 'something', 'know']"
60,"[LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?",6.68,4.4,6.32,positive,11 out of 15,"['laughter', 'wonder', 'go', 'pay', 'think', 'bad', 'think', 'go', 'like', 'track', 'money']","['laughter', 'yeah', 'wonder', 'go', 'pay', 'front', 'think', 'bad', 'though', 'think', 'go', 'like', 'track', 'money', 'something']"
61,Ses01M_impro03_F016 [104.6375-109.0600]: Oh I don't know.,3.1799999999999997,6.76,4.22,negative,1 out of 2,['neg-know'],"['oh', 'know']"
62,"[LAUGHTER]
Ses01M_impro03_F017 [113.7900-116.7000]: I don't know get it in cash.",5.71,6.46,5.255,neutral,4 out of 4,"['laughter', 'neg-know', 'neg-get', 'cash']","['laughter', 'know', 'get', 'cash']"
63,Ses01M_impro03_M018 [115.8400-117.8900]: Just cash hardcore.,6.175,6.345,5.8100000000000005,positive,2 out of 2,"['cash', 'hardcore']","['cash', 'hardcore']"
64,Ses01M_impro03_F018 [117.2100-118.4700]: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
65,Ses01M_impro03_M019 [117.9800-121.7600]: What should we do?,N/A,N/A,N/A,N/A,0,N/A,[]
66,Where should we get married?,6.59,4.595,5.66,positive,2 out of 2,"['get', 'marry']","['get', 'marry']"
67,We should have party.,7.18,6.08,5.92,positive,1 out of 1,['party'],['party']
68,Ses01M_impro03_F019 [120.0300-123.6400]: How exciting.,7.95,6.95,7.21,positive,1 out of 1,['exciting'],['exciting']
69,You should have a wedding on the beach.,7.279999999999999,5.21,5.390000000000001,positive,2 out of 2,"['wedding', 'beach']","['wedding', 'beach']"
70,"Ses01M_impro03_M020 [121.8300-125.1400]: Yeah, like a big like- A wedding on the beach, that would be nice.",7.21,4.4,5.94,positive,7 out of 8,"['like', 'big', 'like', 'wedding', 'beach', 'would', 'nice']","['yeah', 'like', 'big', 'like', 'wedding', 'beach', 'would', 'nice']"
71,"Ses01M_impro03_F020 [123.9600-125.7400]: Yeah, at night.",6.68,3.57,5.22,positive,1 out of 2,['night'],"['yeah', 'night']"
72,Ses01M_impro03_M021 [125.3200-134.0075]: And then we can honeymoon.,7.53,5.91,7.33,positive,1 out of 1,['honeymoon'],['honeymoon']
73,I want to go tropical though like Bahamas- --or like Tahiti or something.,7.05,4.4,5.62,positive,5 out of 9,"['want', 'go', 'tropical', 'like', 'like']","['want', 'go', 'tropical', 'though', 'like', 'bahamas', 'like', 'tahiti', 'something']"
74,I just want to like beach and like drink.,7.21,5.1,5.87,positive,5 out of 5,"['want', 'like', 'beach', 'like', 'drink']","['want', 'like', 'beach', 'like', 'drink']"
75,"Ses01M_impro03_F021 [128.0600-131.5900]: Oh yeah, absolutely, absolutely.",N/A,N/A,N/A,N/A,0,N/A,"['oh', 'yeah', 'absolutely', 'absolutely']"
76,Ses01M_impro03_F022 [132.1600-136.1500]: How exciting.,7.95,6.95,7.21,positive,1 out of 1,['exciting'],['exciting']
77,You should make her bring all your friends too.,6.09,4.29,6.22,positive,3 out of 3,"['make', 'bring', 'friend']","['make', 'bring', 'friend']"
78,Ses01M_impro03_M022 [135.6600-145.4400]: I'll make her pay for that.,6.16,3.955,6.275,positive,2 out of 2,"['make', 'pay']","['make', 'pay']"
79,I hear she's like totally wealthy.,6.68,4.4,6.28,positive,3 out of 4,"['hear', 'like', 'wealthy']","['hear', 'like', 'totally', 'wealthy']"
80,She's like royalty- --or something like and- --whatever like removed or something but yeah.,7.44,4.4,6.28,positive,5 out of 9,"['like', 'royalty', 'like', 'like', 'remove']","['like', 'royalty', 'something', 'like', 'whatever', 'like', 'remove', 'something', 'yeah']"
81,Ses01M_impro03_F023 [136.2900-144.0700]: [GARBAGE] She's got to be loaded.,4.43,3.84,5.65,neutral,3 out of 3,"['garbage', 'get', 'load']","['garbage', 'get', 'load']"
82,fifty thousand dollars.,6.44,3.5,5.9,positive,3 out of 3,"['fifty', 'thousand', 'dollar']","['fifty', 'thousand', 'dollar']"
83,That's incredible.,7.59,6.35,7.74,positive,1 out of 1,['incredible'],['incredible']
84,Ses01M_impro03_F024 [144.6100-146.4100]: Incredible.,7.59,6.35,7.74,positive,1 out of 1,['incredible'],['incredible']
85,Ses01M_impro03_M023 [145.9700-150.5100]: I'm going to marry a blue blood.,6.425000000000001,5.1899999999999995,5.5,positive,4 out of 4,"['go', 'marry', 'blue', 'blood']","['go', 'marry', 'blue', 'blood']"
86,"[LAUGHTER]
Ses01M_impro03_F025 [147.1700-150.8450]: you're a lucky, lucky, lucky man.",7.32,5.3,5.36,positive,5 out of 5,"['laughter', 'lucky', 'lucky', 'lucky', 'man']","['laughter', 'lucky', 'lucky', 'lucky', 'man']"
87,Ses01M_impro03_M024 [150.5800-152.0400]: Will you help me plan?,6.545,4.075,6.585,positive,2 out of 2,"['help', 'plan']","['help', 'plan']"
88,"Ses01M_impro03_F026 [151.2600-153.9075]: Oh, totally.",N/A,N/A,N/A,N/A,0,N/A,"['oh', 'totally']"
89,Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
90,Ses01M_impro03_M025 [152.1000-153.2500]: Good.,7.89,3.66,6.41,positive,1 out of 1,['good'],['good']
